center_to_line,line_in_sphere,line_in_cube
0.282996,0.82441,1.21208
0.114202,0.973567,1.01641
0.545675,0,0.413352
0.454903,0.415032,0.994971
0.0770133,0.988067,1.36599
0.504725,0,1.05752
0.446146,0.45146,0.90238
0.0682762,0.990633,1.16937
0.371895,0.668414,1.09317
0.435662,0.490709,0.798814
0.445323,0.454696,0.815602
0.311216,0.782673,1.00596
0.681573,0,0.357123
0.243637,0.873249,1.24266
0.504977,0,0.737163
0.501875,0,1.06545
0.39226,0.620104,0.969274
0.365749,0.681844,1.12696
0.545652,0,0.951678
0.431573,0.504955,1.12707
0.158587,0.948367,1.13389
0.124209,0.968653,1.22395
0.241232,0.875916,1.03514
0.397297,0.607142,0.640043
0.426767,0.521038,1.011
0.445431,0.454273,1.11135
0.117118,0.97218,1.36924
0.346449,0.721035,1.11445
0.191098,0.924082,1.26476
0.315557,0.775689,1.27475
0.627417,0,0.59953
0.138562,0.960834,1.01718
0.359527,0.694954,0.899653
0.518618,0,1.11925
0.116723,0.97237,1.12862
0.140902,0.959472,1.08994
0.477529,0.296422,0.702293
0.134654,0.963054,1.29227
0.583231,0,0.475582
0.123583,0.968973,1.00238
0.416866,0.552169,1.00347
0.0820812,0.986433,1.36574
0.417557,0.550076,0.82776
0.047282,0.995519,1.02053
0.331039,0.749435,1.18938
0.074064,0.988968,1.0266
0.190152,0.924862,1.26713
0.258127,0.856435,1.03667
0.308001,0.787744,1.04682
0.0223449,0.999001,1.05337
0.406806,0.581409,1.00024
0.591076,0,0.557607
0.564304,0,0.601862
0.132938,0.964007,1.20627
0.320123,0.76817,1.34378
0.299639,0.800541,1.04209
0.167856,0.941964,1.23013
0.465708,0.363954,0.807195
0.343131,0.727354,0.785801
0.322725,0.763803,1.13201
0.277438,0.831934,0.899016
0.308006,0.787737,1.14514
0.264501,0.848621,1.11457
0.630382,0,0.50356
0.202441,0.914369,1.16392
0.318517,0.770836,1.03631
0.422884,0.533552,0.626293
0.270072,0.841572,1.14087
0.284636,0.822149,1.08315
0.40291,0.592161,1.02563
0.439599,0.476458,0.576463
0.460733,0.388461,1.01432
0.569488,0,1.00523
0.435864,0.48999,1.05137
0.613986,0,0.668076
0.521283,0,1.03358
0.364177,0.6852,1.03725
0.11398,0.973671,1.02874
0.604966,0,0.637303
0.715564,0,0.30956
0.362227,0.689323,0.962445
0.255995,0.858992,1.02312
0.448763,0.440963,0.563925
0.458113,0.400661,1.01691
0.475982,0.306209,0.835309
0.129649,0.965797,1.02305
0.45697,0.405849,0.931321
0.547915,0,0.418778
0.657175,0,0.39444
0.213252,0.904486,1.20504
0.364065,0.685439,1.02692
0.242592,0.874412,1.03638
0.551086,0,0.671426
0.278679,0.830272,1.36294
0.297619,0.803549,1.25662
0.472598,0.326504,0.704602
0.353719,0.706776,1.02723
0.21914,0.898838,1.1282
0.243253,0.873678,1.0143
0.480019,0.27987,1.08463
0.183722,0.930046,1.11114
0.295506,0.806663,1.09649
0.234763,0.882918,1.11715
0.464425,0.370455,0.700007
0.240236,0.87701,1.22523
0.230276,0.887632,1.13799
0.167797,0.942007,1.3759
0.370099,0.672388,0.717328
0.168178,0.941735,1.09795
0.340195,0.732851,1.07923
0.380403,0.648979,0.977734
0.586331,0,0.748322
0.208383,0.909014,1.07223
0.0806622,0.986901,1.15762
0.323926,0.761766,1.04745
0.38789,0.631002,0.987913
0.242532,0.874479,1.10328
0.295461,0.806729,1.12041
0.50886,0,1.00169
0.181314,0.931934,1.00105
0.38914,0.627917,1.30538
0.142084,0.958774,1.00865
0.701015,0,0.265562
0.26041,0.853666,1.16796
0.355147,0.703904,0.945603
0.277576,0.831748,1.0592
0.37019,0.672188,1.02347
0.406488,0.582297,1.05012
0.646643,0,0.181957
0.336174,0.740234,0.790598
0.0378897,0.997125,1.08226
0.39116,0.622878,1.00218
0.118255,0.971629,1.00037
0.500904,0,0.698849
0.357667,0.698782,1.17739
0.205883,0.91129,1.40156
0.278984,0.829862,1.28389
0.505175,0,0.525191
0.233462,0.884297,1.39878
0.476165,0.305071,1.34339
0.251632,0.864132,1.04001
0.396953,0.60804,0.80711
0.127145,0.967128,1.31866
0.11744,0.972024,1.22461
0.245047,0.871669,1.04944
0.0385659,0.997021,1.39158
0.414378,0.559609,0.806664
0.186554,0.927788,1.27111
0.20641,0.910812,1.08038
0.435318,0.491928,0.584921
0.626107,0,0.538438
0.508912,0,0.800367
0.353984,0.706245,1.08983
0.279432,0.82926,1.25605
0.479761,0.281634,0.930294
0.42071,0.540383,0.678021
0.311705,0.781895,1.05616
0.276702,0.832913,1.01181
0.139719,0.960164,1.19494
0.498497,0.0774747,0.575518
0.069082,0.990409,1.31679
0.283447,0.823791,1.00246
0.455235,0.413575,0.674749
0.362078,0.689636,1.02755
0.265967,0.846786,1.22518
0.42948,0.512042,1.05266
0.41434,0.559723,1.13628
0.338608,0.735784,0.933303
0.490295,0.196065,0.694551
0.468129,0.351312,0.993344
0.141961,0.958847,1.11836
0.311972,0.781469,1.02423
0.228755,0.889205,1.17266
0.103625,0.978288,1.11126
0.527127,0,0.621589
0.493829,0.156628,0.791637
0.196421,0.919606,1.01571
0.450776,0.432673,1.0016
0.416551,0.553119,1.0719
0.505666,0,0.427912
0.547412,0,0.604547
0.359679,0.69464,1.00883
0.222839,0.895194,1.2563
0.228752,0.889207,1.04386
0.273007,0.837776,1.3245
0.178464,0.934132,1.31943
0.182541,0.930975,1.43597
0.28786,0.817646,1.09649
0.37894,0.652393,0.764257
0.321869,0.765245,0.919173
0.472438,0.327429,0.738446
0.347646,0.718727,1.21304
0.544344,0,0.877838
0.521892,0,0.923479
0.569662,0,0.64823
0.598184,0,0.232425
0.468911,0.347114,0.701568
0.497562,0.0986313,1.00686
0.363606,0.686413,0.965875
0.31508,0.776465,1.27401
0.0114021,0.99974,1.10377
0.208007,0.909359,1.17796
0.0752858,0.988599,1.0161
0.103163,0.978483,1.21827
0.625047,0,0.361226
0.228025,0.889955,1.13487
0.337917,0.737053,1.08973
0.446503,0.450044,0.634733
0.395153,0.612712,1.27464
0.125943,0.967757,1.30754
0.690606,0,0.30482
0.084307,0.985682,1.09225
0.527816,0,0.46676
0.518689,0,0.924588
0.512532,0,0.597618
0.0833474,0.986009,1.20365
0.353567,0.707079,1.19
0.374158,0.663342,0.893784
0.104057,0.978104,1.27834
0.218495,0.899466,1.34672
0.302768,0.795818,1.06291
0.317381,0.772707,1.05986
0.405143,0.586034,1.13963
0.495309,0.136656,0.537045
0.357151,0.699838,1.17808
0.196092,0.919887,1.12877
0.432639,0.501294,0.965924
0.295147,0.807188,1.06908
0.499453,0.0467464,0.977851
0.378305,0.653867,0.854693
0.234894,0.88278,1.01235
0.404086,0.588945,1.0465
0.439336,0.477425,1.11492
0.488209,0.215891,0.728025
0.372965,0.666023,1.10966
0.340982,0.731386,0.791578
0.51865,0,0.831032
0.330646,0.750129,1.0779
0.424539,0.528268,0.823802
0.204059,0.912929,1.04142
0.465556,0.364735,0.707302
0.13452,0.963129,1.19334
0.176341,0.935743,1.26187
0.283013,0.824388,1.04862
0.42374,0.530828,1.06688
0.436566,0.487486,0.910093
0.442472,0.465696,1.0063
0.183793,0.92999,1.21196
0.232395,0.885421,1.37601
0.496413,0.119564,0.535478
0.490276,0.196264,0.909506
0.41682,0.552309,1.21652
0.0493728,0.995113,1.37874
0.351128,0.711924,1.14953
0.330217,0.750884,1.33828
0.12277,0.969386,1.21132
0.333696,0.744706,1.09726
0.149162,0.954465,1.37257
0.357546,0.699029,1.043
0.520712,0,0.778207
0.470939,0.335953,0.638826
0.231447,0.886414,1.02137
0.420503,0.541027,0.871252
0.147196,0.955685,1.3039
0.471661,0.331878,0.867307
0.504967,0,0.480405
0.10525,0.977594,1.24349
0.583056,0,0.552808
0.454693,0.415955,1.16014
0.497614,0.0975726,0.541211
0.601876,0,0.536188
0.307855,0.787972,0.906749
0.109345,0.975794,1.24535
0.509155,0,0.366192
0.342941,0.727713,0.979446
0.163793,0.944822,1.26376
0.0493285,0.995121,1.15677
0.52517,0,0.514481
0.0817019,0.986559,1.33259
0.437248,0.485033,0.789233
0.348967,0.716162,1.00023
0.112656,0.974287,1.10437
0.232781,0.885016,1.24436
0.232981,0.884805,0.982426
0.627388,0,0.419288
0.490779,0.191165,0.672036
0.100926,0.979416,1.24259
0.169527,0.940767,1.10285
0.101886,0.979018,1.34054
0.485765,0.236915,0.628421
0.33471,0.742884,1.09694
0.361521,0.690804,1.19582
0.17589,0.936083,1.08161
0.0836833,0.985895,1.1692
0.177529,0.934844,1.13118
0.295397,0.806822,1.14522
0.520812,0,0.829847
0.258392,0.856116,1.0196
0.243435,0.873474,1.05868
0.123548,0.968991,1.29542
0.212117,0.905553,1.16281
0.110418,0.975311,1.10738
0.523615,0,0.856262
0.204456,0.912574,1.22116
0.377281,0.656229,1.04515
0.502431,0,0.847026
0.464067,0.372245,1.03169
0.297388,0.803892,1.03338
0.234368,0.883338,1.02913
0.273038,0.837735,1.12553
0.511706,0,0.585092
0.514023,0,0.62353
0.497201,0.10567,0.702108
0.13111,0.965008,1.27351
0.358862,0.696327,1.17336
0.42267,0.53423,0.909567
0.232666,0.885136,1.12833
0.584546,0,0.773218
0.208155,0.909222,1.22253
0.169863,0.940525,1.04366
0.507785,0,1.11068
0.339348,0.734419,1.08932
0.431488,0.505246,1.06432
0.208813,0.908619,1.2707
0.515521,0,1.01244
0.136381,0.962081,1.17372
0.358111,0.697873,1.29141
0.430512,0.508565,0.883525
0.266952,0.845545,1.33162
0.37459,0.662366,0.825428
0.380193,0.649473,1.08961
0.0528553,0.994397,1.31832
0.627067,0,1.01477
0.385363,0.637167,1.00143
0.052509,0.99447,1.33039
0.0831868,0.986063,1.06065
0.045109,0.995922,1.35262
0.208146,0.909231,1.06931
0.501334,0,0.771866
0.539481,0,0.392357
0.211106,0.906497,1.1538
0.293179,0.810052,0.953456
0.312388,0.780804,1.09033
0.150073,0.953893,1.11514
0.12928,0.965995,1.23232
0.332976,0.745995,0.904002
0.284702,0.822058,1.13295
0.435005,0.493033,0.999834
0.329545,0.752064,1.18015
0.18385,0.929945,1.02642
0.0959571,0.981412,1.16166
0.493139,0.165092,0.764751
0.461582,0.384406,1.01792
0.307196,0.789,1.20726
0.180441,0.932611,1.17043
0.583859,0,0.199207
0.576366,0,0.834944
0.489693,0.201999,1.0154
0.276108,0.8337,1.12933
0.516714,0,0.467958
0.491507,0.183529,1.03145
0.151907,0.952731,1.07787
0.191353,0.923871,1.2087
0.508555,0,0.286514
0.105219,0.977607,1.04912
0.237605,0.879872,1.02056
0.320728,0.767159,1.22197
0.19952,0.916933,1.27183
0.266415,0.846223,1.24436
0.182002,0.931398,1.07624
0.506642,0,0.50037
0.427166,0.519728,1.00346
0.150638,0.953537,1.27817
0.357799,0.698513,1.03805
0.587955,0,0.406163
0.500148,0,1.00251
0.539596,0,0.504003
0.421736,0.537173,0.784221
0.499218,0.0559029,1.30179
0.456395,0.408429,1.05223
0.350348,0.713461,1.16269
0.487451,0.222631,1.01432
0.469419,0.344361,0.898735
0.617609,0,0.86021
0.441357,0.469909,1.05167
0.412218,0.565956,1.0161
0.396327,0.609671,0.878612
0.178748,0.933914,1.1839
0.308638,0.786746,1.0766
0.148475,0.954893,1.18095
0.224273,0.89376,1.27714
0.259032,0.855342,1.00553
0.261467,0.852373,1.13313
0.261829,0.851929,1.07316
0.397997,0.605305,1.09646
0.502144,0,0.487997
0.355696,0.702795,0.991574
0.548594,0,0.360222
0.394902,0.613359,0.94588
0.0754455,0.98855,1.15345
0.371189,0.669981,0.969088
0.574693,0,0.547268
0.287771,0.817772,1.08176
0.457123,0.405161,0.903588
0.225931,0.892088,1.14039
0.33812,0.736682,1.35791
0.123057,0.969241,1.22351
0.293154,0.810088,0.963745
0.420823,0.540031,1.02429
0.26855,0.843518,1.06667
0.248326,0.867949,1.14116
0.319545,0.769132,1.15266
0.415742,0.55555,0.868487
0.439762,0.475853,1.04395
0.550046,0,0.634878
0.480802,0.27444,0.774522
0.196946,0.919157,1.26568
0.189859,0.925102,1.05871
0.200428,0.916141,1.06559
0.148989,0.954573,1.09104
0.0858507,0.985149,1.01011
0.328524,0.753849,1.03216
0.117543,0.971974,1.27429
0.417242,0.551031,1.01728
0.252432,0.863199,1.09169
0.341369,0.730663,0.865744
0.329774,0.751662,0.905097
0.28863,0.81656,1.06447
0.336017,0.74052,1.08595
0.0425837,0.996367,1.22859
0.247941,0.86839,1.0559
0.0518573,0.994607,1.28378
0.496791,0.11311,0.64589
0.144547,0.957301,1.21923
0.54696,0,1.01092
0.256071,0.8589,1.16595
0.560846,0,0.47108
0.28264,0.824899,1.16071
0.32338,0.762694,1.18326
0.111741,0.974708,1.1914
0.455568,0.412106,0.947466
0.116049,0.972692,1.03265
0.52347,0,1.00579
0.446027,0.45193,0.889149
0.496561,0.117078,1.28824
0.506784,0,0.779721
0.633437,0,0.636299
0.362134,0.689518,0.921173
0.300677,0.798983,1.01928
0.520134,0,0.477636
0.34772,0.718585,1.09615
0.442659,0.464986,0.760143
0.481627,0.268591,0.82669
0.194604,0.92115,1.11947
0.223409,0.894625,1.27148
0.234234,0.88348,1.00056
0.251442,0.864354,1.03203
0.484785,0.244816,1.03153
0.0714166,0.989747,1.26712
0.0903469,0.983539,1.07088
0.460362,0.390215,0.630622
0.180363,0.932672,1.26449
0.451649,0.429016,0.974755
0.310926,0.783135,0.953396
0.321393,0.766046,1.20894
0.428522,0.515244,0.920133
0.594494,0,0.652779
0.206835,0.910427,1.1875
0.439666,0.476211,0.977738
0.425886,0.523912,1.24009
0.147119,0.955732,1.03779
0.0263194,0.998614,1.25921
0.260379,0.853704,1.19031
0.0617338,0.992349,1.21166
0.55606,0,0.399996
0.588941,0,0.805443
0.19913,0.917273,1.29186
0.367609,0.67783,1.08792
0.147778,0.955325,1.17404
0.253968,0.861394,1.39193
0.498491,0.0776203,0.971332
0.466748,0.35859,0.952042
0.518258,0,0.904534
0.432083,0.503208,1.1882
0.283026,0.824369,1.12679
0.237081,0.880437,1.224
0.489666,0.202256,0.842484
0.303501,0.794701,1.19402
0.195897,0.920053,1.36739
0.198219,0.918061,1.0221
0.508875,0,0.659096
0.274792,0.835438,1.00543
0.389481,0.627071,1.08774
0.151755,0.952828,1.00782
0.115602,0.972905,1.04986
0.208673,0.908747,1.29079
0.632929,0,0.607099
0.368749,0.67535,1.02673
0.190235,0.924793,1.33272
0.22821,0.889764,1.16187
0.314111,0.778034,1.06894
0.181176,0.932042,1.26134
0.407484,0.579506,1.0433
0.218929,0.899044,1.10909
0.351891,0.710417,1.05016
0.483905,0.251682,1.00448
0.67478,0,0.435928
0.251868,0.863858,1.23209
0.292859,0.810515,1.20319
0.451508,0.429609,1.04859
0.509378,0,0.537156
0.361913,0.689982,0.998824
0.615362,0,0.581731
0.304128,0.79374,1.11407
0.20068,0.91592,1.20492
0.534424,0,0.831052
0.310346,0.784054,1.02576
0.293913,0.808987,1.05693
0.131425,0.964837,1.00642
0.156783,0.949566,1.14783
0.676656,0,0.449166
0.202799,0.914052,1.01354
0.114549,0.973403,1.04664
0.283207,0.824121,1.07482
0.401427,0.596175,1.01222
0.64239,0,0.650886
0.443561,0.461536,1.07872
0.597666,0,0.894015
0.175171,0.936622,1.21034
0.0732941,0.989198,1.44695
0.352982,0.708248,0.955641
0.313408,0.779167,0.8502
0.255896,0.859109,1.07842
0.302164,0.796736,1.20681
0.300709,0.798934,0.968433
0.155925,0.950131,1.18397
0.0531905,0.994325,1.26709
0.118677,0.971423,1.49516
0.274037,0.83643,1.1773
0.211856,0.905797,1.05384
0.535198,0,0.777725
0.192526,0.922895,1.12145
0.500299,0,0.999524
0.460363,0.390211,0.749173
0.512296,0,0.946066
0.213003,0.904721,1.3516
0.454198,0.41811,1.00604
0.288513,0.816725,1.03668
0.271813,0.839327,1.03215
0.211467,0.90616,1.06669
0.241345,0.875792,1.05821
0.0614558,0.992418,1.45449
0.253659,0.861759,0.928282
0.504382,0,1.07841
0.411513,0.568004,1.07469
0.207501,0.909821,1.30366
0.454196,0.418121,1.03967
0.155152,0.950637,1.29302
0.507899,0,0.833221
0.0748624,0.988728,1.32797
0.240721,0.876478,1.23681
0.674142,0,0.34544
0.453923,0.419304,1.06938
0.280709,0.827532,1.09439
0.191603,0.923663,1.08911
0.65471,0,0.119131
0.263075,0.850392,1.29047
0.213841,0.90393,1.21587
0.284485,0.822359,1.1845
0.300879,0.798678,1.07447
0.563314,0,0.448889
0.559397,0,0.779557
0.321122,0.7665,1.01695
0.203708,0.913243,1.15682
0.328643,0.753641,1.10752
0.342297,0.728925,1.02804
0.291721,0.812155,1.08271
0.444627,0.457414,1.00274
0.661377,0,0.329698
0.203681,0.913267,1.17154
0.247824,0.868524,1.0411
0.240614,0.876596,1.19704
0.227789,0.890196,1.1256
0.556645,0,0.43827
0.0970509,0.980981,1.17491
0.434535,0.494691,0.579096
0.496069,0.125153,1.14664
0.551365,0,0.736448
0.412771,0.564342,0.967502
0.562395,0,0.708158
0.433474,0.4984,0.746993
0.0816005,0.986593,1.22056
0.460452,0.389788,1.05856
0.347349,0.719301,1.01587
0.431251,0.506055,1.11131
0.412169,0.566099,1.08376
0.300548,0.799177,1.17516
0.230803,0.887085,1.30152
0.305512,0.791612,1.06167
0.288685,0.816483,1.13763
0.0828406,0.986179,1.12944
0.401118,0.597006,1.14791
0.236889,0.880644,1.2454
0.101265,0.979276,1.04353
0.534356,0,0.943537
0.311839,0.781681,1.13765
0.294894,0.807558,1.13562
0.347329,0.719341,1.1234
0.499092,0.0602492,0.672017
0.335428,0.741588,0.942101
0.155818,0.950201,1.41335
0.476292,0.304279,0.611605
0.528048,0,0.630191
0.111072,0.975014,1.27729
0.0907619,0.983387,1.36017
0.449125,0.439485,0.906756
0.142926,0.958274,1.14854
0.56441,0,0.328235
0.221961,0.896065,1.07421
0.42142,0.538163,1.00204
0.282829,0.824641,1.03216
0.572325,0,0.891483
0.425942,0.523731,0.931708
0.545492,0,0.432844
0.306933,0.78941,1.17068
0.356543,0.701077,0.998926
0.646755,0,0.447693
0.516169,0,1.02976
0.376304,0.658469,1.00411
0.0876661,0.984509,1.43506
0.300792,0.79881,1.14969
0.34904,0.716019,0.859528
0.121186,0.970183,1.00851
0.405056,0.586276,0.907624
0.522792,0,0.971437
0.355851,0.702481,0.983642
0.11797,0.971768,1.10562
0.494267,0.150994,0.637257
0.138119,0.961089,1.16822
0.155356,0.950504,1.11963
0.465247,0.366308,1.09979
0.201202,0.915462,1.32495
0.279349,0.829371,1.06867
0.353891,0.706432,1.03411
0.301534,0.79769,1.30562
0.176143,0.935892,1.12935
0.297675,0.803467,1.30816
0.5098,0,1.04942
0.463194,0.376569,0.776582
0.237072,0.880447,1.11827
0.624429,0,0.892309
0.505209,0,0.929312
0.313104,0.779656,1.16253
0.237436,0.880055,1.03031
0.259909,0.854277,1.10047
0.25561,0.85945,1.02528
0.312475,0.780665,1.29505
0.147623,0.955421,1.05385
0.25842,0.856082,1.10471
0.326909,0.756652,1.15856
0.224906,0.893123,1.08892
0.277418,0.831959,0.934069
0.270936,0.840461,1.09897
0.162502,0.945713,1.29854
0.262241,0.851422,1.08994
0.207235,0.910063,1.12738
0.298645,0.802026,1.17576
0.591179,0,0.574383
0.158079,0.948707,1.18075
0.360548,0.692836,0.986643
0.230229,0.887682,1.1609
0.498168,0.0855359,0.5529
0.375664,0.65993,1.03285
0.378779,0.652767,1.0051
0.129567,0.965842,1.29035
0.349509,0.715103,1.03017
0.255973,0.859017,1.08888
0.1259,0.967779,1.08643
0.143871,0.957708,1.29427
0.281989,0.82579,1.26068
0.304589,0.793034,1.1924
0.241279,0.875864,1.16218
0.229324,0.888618,1.04622
0.46674,0.358629,1.05302
0.0760961,0.988351,1.38804
0.548819,0,0.955063
0.187866,0.926729,1.1065
0.427019,0.520212,1.048
0.200687,0.915914,1.08748
0.508499,0,0.515206
0.365753,0.681834,0.787656
0.0934075,0.982395,1.40609
0.0758878,0.988415,1.07362
0.405333,0.585508,0.850729
0.462916,0.377937,1.03794
0.0634657,0.991911,1.2307
0.418238,0.548002,0.646237
0.599763,0,0.621657
0.296849,0.804688,1.04319
0.324058,0.761542,1.0239
0.494805,0.143772,1.23669
0.288488,0.816761,1.06959
0.40013,0.599653,1.05708
0.473601,0.32064,0.859331
0.193354,0.922202,1.29293
0.27788,0.831343,1.05963
0.230256,0.887654,1.15013
0.395145,0.612733,1.04961
0.172861,0.938337,1.0544
0.407447,0.579611,1.28667
0.360974,0.691947,1.3597
0.386112,0.635349,1.06532
0.24787,0.868471,1.11769
0.463764,0.373752,0.641259
0.486798,0.22828,0.628351
0.453423,0.421462,1.00804
0.356542,0.701078,1.01528
0.115695,0.972861,1.312
0.308288,0.787296,0.945807
0.286674,0.819312,1.2449
0.38793,0.630905,1.15352
0.0972807,0.98089,1.26353
0.446079,0.451724,0.865709
0.213166,0.904567,1.00837
0.487723,0.220235,0.612845
0.530434,0,0.670751
0.246506,0.870022,1.10959
0.426106,0.523195,0.826058
0.255292,0.859828,1.22871
0.642309,0,0.33724
0.350101,0.713944,1.15148
0.528065,0,0.571385
0.408126,0.577695,1.1662
0.411765,0.567273,0.673584
0.38655,0.634284,1.01876
0.366876,0.679417,1.17263
0.146535,0.956091,1.30224
0.335281,0.741853,1.03955
0.13452,0.963129,1.18186
0.499206,0.056325,0.876782
0.24492,0.871813,1.30457
0.153289,0.951845,1.10598
0.0631897,0.991982,1.14754
0.447152,0.447461,0.909412
0.141784,0.958952,1.30889
0.589665,0,0.28915
0.0777916,0.987823,1.11304
0.211015,0.906582,1.27971
0.206433,0.910792,1.20383
0.227312,0.890683,1.13976
0.228511,0.889456,1.2757
0.458625,0.398314,0.843232
0.396199,0.610003,1.14706
0.335457,0.741535,1.00441
0.40476,0.587092,1.02642
0.521727,0,0.90496
0.365035,0.683372,1.16657
0.453552,0.420909,0.886654
0.361278,0.691313,0.97172
0.340503,0.732277,1.04256
0.211107,0.906496,1.22085
0.525052,0,1.08826
0.412443,0.565299,0.727185
0.470935,0.335979,0.859631
0.572424,0,0.754246
0.563216,0,1.01035
0.639608,0,0.7166
0.499091,0.0602788,0.749378
0.335714,0.741071,1.209
0.229767,0.88816,1.3857
0.20299,0.913882,1.09385
0.357278,0.699577,1.03731
0.375419,0.660487,0.969667
0.45851,0.39884,1.03427
0.426807,0.520905,1.00062
0.106569,0.977022,1.3154
0.512389,0,0.697297
0.117213,0.972134,1.40131
0.501566,0,0.871364
0.495899,0.127816,1.03653
0.478155,0.292354,0.582909
0.487301,0.223942,1.00171
0.304132,0.793734,1.30515
0.243699,0.87318,1.17441
0.223616,0.894418,1.19417
0.505,0,0.522928
0.309109,0.786007,1.11524
0.422912,0.533461,1.01364
0.55418,0,0.638903
0.435926,0.489769,0.89264
0.264667,0.848414,1.15016
0.567859,0,0.832517
0.499642,0.0378311,0.716817
0.383309,0.642104,0.891241
0.039795,0.996828,1.26033
0.159312,0.947881,1.16687
0.287807,0.817722,1.28911
0.25209,0.863598,1.14114
0.549397,0,0.297503
0.443622,0.461299,1.08455
0.0605602,0.992638,1.15213
0.234276,0.883436,1.33299
0.0781954,0.987695,1.43011
0.292632,0.810843,1.12869
0.316532,0.7741,1.22574
0.403921,0.5894,1.12834
0.713552,0,0.316518
0.298377,0.802424,1.05603
0.0941717,0.982103,1.30322
0.294642,0.807926,1.10588
0.312153,0.78118,1.2724
0.276819,0.832758,1.13508
0.589036,0,0.525147
0.275894,0.833984,1.31356
0.279498,0.829171,0.901557
0.494493,0.148016,1.05089
0.360557,0.692816,1.13273
0.540435,0,0.763841
0.557808,0,0.576921
0.482825,0.259844,0.687876
0.0849719,0.985454,1.30184
0.366108,0.681073,1.09812
0.520066,0,0.504758
0.392847,0.618615,1.04088
0.0408938,0.99665,1.09241
0.601427,0,0.617737
0.379289,0.651583,0.899184
0.538674,0,0.533602
0.181903,0.931474,1.20822
0.208279,0.909109,1.29139
0.284035,0.82298,1.0185
0.357874,0.698359,1.12415
0.129972,0.965624,1.45022
0.349101,0.715901,1.07686
0.42099,0.539509,1.18523
0.460486,0.389627,1.00233
0.458065,0.400883,1.1536
0.222308,0.895721,1.04959
0.450198,0.435072,1.02227
0.271309,0.839979,1.06913
0.389784,0.626317,1.11963
0.125019,0.968236,1.34021
0.479481,0.283533,0.846009
0.270071,0.841574,1.11755
0.533133,0,1.01965
0.4347,0.494109,1.05366
0.393127,0.617905,1.03475
0.42387,0.530411,0.98355
0.412748,0.564407,1.02074
0.00242076,0.999988,1.29825
0.511495,0,0.679965
0.288767,0.816367,1.1058
0.439918,0.475278,0.870854
0.325481,0.75911,1.03681
0.025666,0.998682,1.47647
0.547583,0,0.756172
0.482399,0.262995,1.03184
0.590776,0,0.504266
0.548682,0,0.5898
0.217954,0.899991,1.31214
0.104885,0.977751,1.26113
0.270184,0.841429,1.03196
0.301523,0.797706,1.05133
0.492678,0.170514,0.704823
0.263258,0.850166,1.15923
0.223328,0.894706,1.14962
0.089322,0.983914,1.37805
0.631006,0,1.00516
0.653775,0,0.322058
0.185663,0.928503,1.14102
0.589386,0,0.452348
0.153224,0.951888,1.35827
0.53816,0,0.653168
0.360773,0.692367,1.22616
0.297123,0.804283,1.17283
0.343844,0.726006,1.10262
0.174788,0.936908,1.07143
0.198471,0.917844,1.17778
0.0559053,0.99373,1.20521
0.296741,0.804847,1.20646
0.0164495,0.999459,1.43109
0.0639987,0.991774,1.19283
0.499365,0.0503693,0.610082
0.139764,0.960137,1.01409
0.540022,0,0.59331
0.627139,0,0.485336
0.415879,0.555138,1.02301
0.552768,0,0.425866
0.257607,0.857061,1.13264
0.17884,0.933844,1.16704
0.160736,0.946919,1.23363
0.259887,0.854303,1.14281
0.306251,0.790469,1.21661
0.242173,0.874876,1.23298
0.391608,0.62175,1.0854
0.551881,0,1.04608
0.538044,0,0.410511
0.663401,0,0.39904
0.42847,0.515417,0.964783
0.269021,0.842918,1.44327
0.264814,0.84823,1.04952
0.105878,0.977323,1.40826
0.166806,0.94271,1.23952
0.42932,0.51258,1.16499
0.573842,0,0.323448
0.422215,0.535667,0.656936
0.432023,0.503411,1.02246
0.155718,0.950267,1.3077
0.513729,0,0.527742
0.0516916,0.994642,1.22331
0.220275,0.897729,0.989772
0.215668,0.902192,1.32778
0.391,0.623278,1.03205
0.0135638,0.999632,1.22277
0.261347,0.852521,1.04751
0.311162,0.78276,1.10305
0.177558,0.934822,1.16787
0.507506,0,0.415024
0.430767,0.5077,1.05859
0.107589,0.976575,1.0828
0.399401,0.601595,0.879522
0.154483,0.951073,1.32599
0.150946,0.953342,1.44761
0.246989,0.869474,1.03365
0.151618,0.952916,1.2607
0.341989,0.729502,1.20436
0.32996,0.751336,1.04488
0.484405,0.247807,0.96936
0.137342,0.961535,1.1482
0.51189,0,0.886147
0.454311,0.417618,0.955391
0.413121,0.563314,0.731512
0.202302,0.914492,1.03818
0.19655,0.919496,1.2177
0.194278,0.921425,1.1834
0.492115,0.17689,0.725843
0.430099,0.50996,1.08087
0.130602,0.965284,1.19944
0.0799643,0.987129,1.3834
0.306588,0.789947,1.08942
0.477723,0.295166,0.994541
0.0859258,0.985123,1.09053
0.489776,0.201192,0.755886
0.43298,0.500112,0.663346
0.356518,0.701127,1.19593
0.248667,0.867559,1.29352
0.0994977,0.98,1.11376
0.513438,0,0.542184
0.125752,0.967856,1.02571
0.387259,0.632553,1.00163
0.170436,0.940109,1.25411
0.113202,0.974034,1.00811
0.578738,0,0.486063
0.563575,0,0.710388
0.24091,0.87627,1.30241
0.536082,0,0.971624
0.411837,0.567062,1.15213
0.59309,0,0.431271
0.333888,0.744362,1.17454
0.131398,0.964851,1.15807
0.542485,0,0.541618
