center_to_line,line_in_sphere,line_in_cube
0.265533,0.847331,1.11692
0.569295,0,0.801376
0.397673,0.606156,1.1148
0.236412,0.881157,1.01161
0.592713,0,0.588693
0.195909,0.920043,1.22117
0.377745,0.655161,0.822527
0.144465,0.95735,1.13835
0.155507,0.950405,1.19034
0.388047,0.630617,1.16182
0.227415,0.890578,1.1639
0.142499,0.958528,1.0361
0.352445,0.709316,1.28037
0.487962,0.218115,0.987382
0.490031,0.198696,0.669693
0.297785,0.803304,1.12597
0.353999,0.706215,0.989667
0.0561962,0.993664,1.00012
0.364479,0.684558,1.01022
0.345616,0.722634,1.11805
0.401157,0.596902,1.04609
0.332837,0.746244,1.04314
0.100506,0.979589,1.243
0.461336,0.385584,0.573344
0.390075,0.625592,0.936317
0.504358,0,0.939387
0.47772,0.295185,1.09662
0.0543111,0.994083,1.34947
0.155466,0.950432,1.09529
0.378579,0.653232,0.878677
0.534182,0,1.01001
0.207848,0.909504,1.1174
0.250609,0.865321,1.00453
0.0858466,0.98515,1.1557
0.242044,0.87502,1.05634
0.134892,0.962921,1.23756
0.156722,0.949607,1.11684
0.330058,0.751163,1.0512
0.164161,0.944566,1.28462
0.425363,0.52561,1.08532
0.425636,0.524725,1.09281
0.252869,0.862687,1.3425
0.30042,0.79937,1.03726
0.122227,0.969661,1.18922
0.585517,0,0.717626
0.493136,0.165124,1.08562
0.0864502,0.984939,1.22243
0.130909,0.965117,1.17123
0.301808,0.797275,1.22459
0.1309,0.965122,1.25805
0.627759,0,0.805776
0.562058,0,0.449634
0.459604,0.39377,0.753436
0.56006,0,0.391161
0.240861,0.876324,1.23823
0.461168,0.386389,1.06118
0.57534,0,0.493829
0.654336,0,0.45777
0.247118,0.869328,1.04035
0.456754,0.40682,0.86564
0.173803,0.93764,1.36928
0.0617055,0.992356,1.23658
0.136134,0.962221,1.01627
0.0325173,0.997883,1.14934
0.5182,0,1.00846
0.15377,0.951535,1.41017
0.140394,0.95977,1.25187
0.206859,0.910405,1.26929
0.294987,0.807422,1.08968
0.5159,0,0.887495
0.384226,0.639908,1.02529
0.300073,0.799891,0.99648
0.401165,0.59688,0.711772
0.260313,0.853785,1.12076
0.373783,0.664188,1.2149
0.256114,0.858849,1.22452
0.182089,0.931329,1.22587
0.482206,0.264403,1.05704
0.15378,0.951529,1.21201
0.515896,0,1.02286
0.232401,0.885415,1.1547
0.146662,0.956013,1.33367
0.166129,0.943188,1.26496
0.523783,0,1.0774
0.395855,0.610896,0.977922
0.247113,0.869334,1.11298
0.423811,0.5306,0.924957
0.395827,0.610969,1.05591
0.583407,0,0.682731
0.350932,0.71231,1.00911
0.227216,0.890782,1.1929
0.23802,0.879423,1.19491
0.521209,0,0.62511
0.399718,0.60075,0.901891
0.561829,0,0.875741
0.380065,0.649771,1.28621
0.427036,0.520154,1.1113
0.0955934,0.981554,1.11782
0.190152,0.924861,1.11097
0.392854,0.618598,0.978415
0.244206,0.872613,1.11964
0.20965,0.907847,1.20186
0.348862,0.716367,1.12722
0.381807,0.645673,0.940712
0.447974,0.444157,0.791715
0.272938,0.837866,1.16832
0.511427,0,0.796698
0.455544,0.412212,1.00222
0.259023,0.855352,1.04311
0.474101,0.317665,0.91525
0.355206,0.703786,0.990561
0.486175,0.233531,0.509974
0.473083,0.323679,0.699023
0.478063,0.292955,1.01887
0.102974,0.978563,1.21751
0.120449,0.970551,1.24074
0.504327,0,0.716974
0.14675,0.955959,1.20442
0.350321,0.713513,1.16219
0.3815,0.646398,0.820256
0.61449,0,0.482333
0.35806,0.697976,1.00179
0.455646,0.411759,1.0301
0.344982,0.723844,1.04627
0.240451,0.876775,1.089
0.379017,0.652214,1.26749
0.489784,0.201117,1.01012
0.421977,0.536414,1.19845
0.524118,0,0.883643
0.334156,0.743881,1.22564
0.500648,0,0.733656
0.368174,0.676603,0.921036
0.544415,0,0.523049
0.589374,0,0.707117
0.02304,0.998938,1.54927
0.438096,0.481962,0.885324
0.357717,0.698681,1.04461
0.222741,0.895291,1.0067
0.150975,0.953323,1.15525
0.544892,0,0.97519
0.0928661,0.9826,1.41005
0.503144,0,0.730508
0.107791,0.976486,1.28903
0.390261,0.625128,1.04633
0.320375,0.76775,1.07762
0.383449,0.64177,1.17106
0.133446,0.963726,1.16731
0.216991,0.900922,1.09954
0.244392,0.872405,1.18385
0.498992,0.0634643,0.569018
0.473733,0.319858,0.938098
0.35654,0.701083,0.825488
0.38555,0.636715,0.98819
0.352749,0.708713,1.19865
0.397285,0.607173,1.24447
0.107906,0.976435,1.33786
0.520203,0,1.06353
0.440356,0.473651,0.860187
0.235195,0.882459,1.20388
0.301048,0.798424,1.04003
0.426961,0.520402,1.13177
0.407871,0.578417,0.987479
0.463676,0.374192,0.679597
0.273038,0.837735,1.10954
0.473457,0.321485,0.541952
0.262725,0.850824,1.33694
0.22657,0.89144,1.1382
0.173712,0.937708,1.42277
0.362639,0.688456,1.04346
0.478241,0.291792,0.680638
0.496284,0.121683,0.9169
0.290391,0.814059,1.28919
0.290442,0.813987,1.04753
0.263446,0.849932,1.12049
0.283039,0.824351,1.20799
0.533543,0,0.702259
0.656415,0,0.361233
0.372172,0.667796,1.1762
0.0843146,0.98568,1.14405
0.278858,0.830032,1.06994
0.220344,0.89766,1.06814
0.187572,0.926966,1.25613
0.327244,0.756072,0.951884
0.0666381,0.991079,1.45341
0.412033,0.566493,1.0662
0.40454,0.587698,1.00813
0.0405772,0.996702,1.3895
0.367007,0.679133,1.12578
0.368804,0.67523,1.04555
0.60902,0,0.996303
0.221433,0.896588,1.18859
0.176752,0.935433,1.09847
0.479221,0.285289,1.01147
0.0516937,0.994641,1.12799
0.658254,0,0.40882
0.20567,0.911482,1.01277
0.114582,0.973388,1.36961
0.21021,0.90733,1.17978
0.512778,0,0.459689
0.588825,0,1.00673
0.318504,0.770857,1.11934
0.633076,0,0.275946
0.251545,0.864234,1.12425
0.20776,0.909584,1.3098
0.450391,0.43427,0.812412
0.17977,0.933129,1.06398
0.429065,0.513434,0.669746
0.583264,0,0.550752
0.196164,0.919825,1.31441
0.214329,0.903467,1.17247
0.365543,0.682286,1.23556
0.233424,0.884337,1.13037
0.453747,0.420066,0.763134
0.33206,0.747626,1.10471
0.428264,0.5161,1.21222
0.212675,0.905029,1.15116
0.189163,0.925673,1.00213
0.459202,0.395643,0.668837
0.433285,0.499057,0.699037
0.635241,0,0.514059
0.356188,0.701799,0.724065
0.102404,0.978802,1.07657
0.341712,0.730022,1.27781
0.488156,0.216364,1.03241
0.378281,0.653922,0.910585
0.570193,0,0.997247
0.265755,0.847052,0.940898
0.685343,0,0.379959
0.444111,0.459415,1.00003
0.0837805,0.985862,1.45814
0.147885,0.955259,1.3056
0.288984,0.816059,1.20372
0.485742,0.237109,0.539814
0.223852,0.894182,1.11577
0.298638,0.802036,1.01159
0.352738,0.708734,1.02081
0.371988,0.668206,0.90223
0.191002,0.924161,1.40522
0.467859,0.352747,1.11062
0.367879,0.677245,0.841371
0.327108,0.756307,1.04733
0.404351,0.588217,1.21388
0.508546,0,0.734437
0.658997,0,0.396916
0.487245,0.22443,0.770702
0.309446,0.785477,1.06045
0.215861,0.902007,1.18149
0.123819,0.968853,1.3209
0.467658,0.353816,0.965006
0.457273,0.40448,0.998935
0.421561,0.537721,0.905454
0.489843,0.200541,0.786607
0.351479,0.711232,1.27111
0.0406419,0.996691,1.19277
0.448472,0.442146,1.01646
0.173218,0.938074,1.35351
0.152574,0.952305,1.10098
0.112821,0.97421,1.31287
0.513675,0,0.839818
0.170798,0.939847,1.16317
0.376457,0.658119,1.05416
0.339481,0.734173,0.825382
0.121627,0.969962,1.36475
0.362402,0.688955,0.813778
0.263451,0.849926,1.10613
0.540973,0,0.863919
0.355284,0.703628,1.24473
0.452674,0.424672,1.24494
0.345713,0.722448,1.15754
0.210853,0.906732,1.04203
0.174453,0.937157,1.1727
0.266551,0.846051,1.05426
0.0145476,0.999577,1.20315
0.0842819,0.985691,1.30715
0.368596,0.675684,1.01865
0.120289,0.97063,1.04768
0.476655,0.301996,0.612616
0.205171,0.911931,1.08684
0.49626,0.122082,1.04749
0.134093,0.963367,1.11062
0.135482,0.962589,1.16229
0.343137,0.727343,1.10123
0.539044,0,0.787131
0.0795189,0.987273,1.46818
0.545376,0,0.566486
0.368202,0.676543,1.02979
0.599241,0,0.953165
0.309807,0.784907,0.9785
0.506299,0,0.62597
0.463568,0.374723,0.783489
0.53464,0,0.370434
0.472037,0.329731,1.04392
0.0756488,0.988488,1.28814
0.106138,0.97721,1.05344
0.391654,0.621633,0.877471
0.485094,0.242355,1.03462
0.191998,0.923335,1.2654
0.626212,0,0.905986
0.369329,0.67408,0.937839
0.396044,0.610408,0.829217
0.452707,0.424528,1.0731
0.227346,0.890649,1.44779
0.16084,0.946848,1.26976
0.208114,0.90926,1.15478
0.300848,0.798726,1.02439
0.548661,0,0.802384
0.298825,0.801758,0.845624
0.119004,0.971263,1.47379
0.60887,0,1.02017
0.200607,0.915984,1.22351
0.452807,0.424105,0.800838
0.403384,0.590869,0.658186
0.485471,0.239314,0.655372
0.0482476,0.995333,1.55106
0.112582,0.974321,1.32443
0.492563,0.171831,1.15956
0.193185,0.922344,1.14195
0.524007,0,1.0127
0.167971,0.941883,1.07866
0.45334,0.421818,1.07111
0.108823,0.976028,1.31444
0.51477,0,1.01236
0.484436,0.247564,0.589978
0.433806,0.497242,1.02486
0.353997,0.706219,1.02761
0.148706,0.954749,1.26074
0.238921,0.878446,1.14255
0.225839,0.892181,1.31222
0.141376,0.959193,1.44111
0.513521,0,0.736515
0.32411,0.761454,1.04101
0.120645,0.970453,1.21824
0.421797,0.536981,0.987899
0.0403436,0.996739,1.37135
0.137737,0.961308,1.30379
0.0391607,0.996928,1.49878
0.169442,0.940828,1.14866
0.140091,0.959947,1.0927
0.565322,0,0.9058
0.248606,0.867629,1.12978
0.405072,0.58623,0.89516
0.121649,0.969952,1.45938
0.476462,0.30321,1.01459
0.319228,0.769659,1.25563
0.301396,0.797898,1.04975
0.427032,0.520169,0.748443
0.474151,0.317368,0.817056
0.415207,0.557146,0.907134
0.502961,0,0.70797
0.267164,0.845277,1.39835
0.43666,0.487146,0.981798
0.121504,0.970024,1.49912
0.182332,0.931139,1.09343
0.321042,0.766634,1.04811
0.499479,0.0456391,0.668296
0.292068,0.811655,1.00722
0.399447,0.601472,1.10319
0.408432,0.576831,1.0945
0.232615,0.88519,1.10703
0.478605,0.289394,0.758483
0.2376,0.879877,1.10428
0.47648,0.303098,0.978961
0.223312,0.894721,1.29823
0.483767,0.252744,0.679528
0.469451,0.344182,0.869291
0.37878,0.652765,1.03476
0.363906,0.685776,1.01911
0.509038,0,0.463459
0.238965,0.878397,1.30192
0.462876,0.378133,0.760808
0.561306,0,0.947367
0.283741,0.823386,1.01649
0.271723,0.839444,1.07248
0.274871,0.835334,1.21994
0.299721,0.800419,1.12984
0.302196,0.796687,1.36607
0.276993,0.832526,0.948129
0.472506,0.327034,1.02563
0.487992,0.217841,0.706271
0.241696,0.875404,1.17156
0.571554,0,0.298718
0.228792,0.889167,1.15699
0.570935,0,0.612006
0.180795,0.932337,1.23674
0.199579,0.916882,1.20278
0.166954,0.942606,1.03556
0.417315,0.55081,1.1134
0.47947,0.283611,1.30761
0.435132,0.492585,1.10553
0.184217,0.929654,1.16925
0.468674,0.348393,0.938443
0.400211,0.599437,0.718989
0.431069,0.506673,0.781676
0.199475,0.916973,1.1177
0.1413,0.959238,1.33575
0.473104,0.323556,0.764092
0.0391506,0.99693,1.25668
0.319625,0.769,1.06506
0.187878,0.926719,1.3807
0.152366,0.952438,1.07768
0.430292,0.509308,1.01113
0.406664,0.581806,1.08815
0.116735,0.972364,1.41067
0.35181,0.710576,1.32999
0.491255,0.186212,0.537854
0.559112,0,0.774486
0.517408,0,0.807947
0.39068,0.62408,0.786559
0.50773,0,0.685897
0.211455,0.906171,1.24144
0.376069,0.659005,1.25403
0.368275,0.676382,0.933878
0.271252,0.840053,1.04351
0.172948,0.938273,1.32939
0.553359,0,0.704158
0.46315,0.376785,0.571506
0.395561,0.611658,1.0681
0.11197,0.974603,1.13012
0.567273,0,0.375124
0.335381,0.741673,1.32133
0.371646,0.668968,1.00771
0.126014,0.96772,1.21333
0.486145,0.233775,1.00253
0.0367843,0.99729,1.33703
0.533999,0,0.665882
0.0897552,0.983756,1.10563
0.102361,0.97882,1.32444
0.256005,0.85898,1.13068
0.447867,0.44459,0.821053
0.553274,0,0.685863
0.459385,0.394793,1.23959
0.565279,0,0.922443
0.295423,0.806785,1.14157
0.322458,0.764253,1.16877
0.463418,0.375465,1.00995
0.313386,0.779203,1.03685
0.615481,0,0.37594
0.436648,0.487192,0.92298
0.414363,0.559655,1.03744
0.368533,0.675822,1.08007
0.534871,0,0.517177
0.22232,0.89571,1.35002
0.156667,0.949643,1.01985
0.506871,0,0.663692
0.570407,0,0.66604
0.295773,0.806272,0.888472
0.413873,0.561103,0.962838
0.407627,0.579103,1.11879
0.49297,0.167095,0.761409
0.474815,0.313374,0.90877
0.101202,0.979302,1.44428
0.427183,0.519671,1.05984
0.595493,0,0.735351
0.436517,0.487658,0.807871
0.460759,0.388336,0.796408
0.140777,0.959545,1.1062
0.388713,0.628974,1.12535
0.487062,0.226017,0.970943
0.310438,0.783908,1.0779
0.320368,0.767761,1.0076
0.284817,0.821899,1.22547
0.194949,0.920858,1.20036
0.278,0.831183,1.131
0.148714,0.954745,1.07891
0.443031,0.463567,0.597648
0.494452,0.148555,0.76404
0.471402,0.333346,1.01725
0.348657,0.716766,1.30795
0.449441,0.438191,1.1181
0.360343,0.693261,1.10472
0.155503,0.950408,1.18266
0.535575,0,0.473586
0.358362,0.697357,1.022
0.155408,0.95047,1.09549
0.286561,0.819471,1.0364
0.265781,0.847019,1.12825
0.0266557,0.998578,1.29309
0.226289,0.891725,1.12934
0.275536,0.834457,1.38231
0.634856,0,0.749001
0.323109,0.763153,1.04374
0.566074,0,0.354036
0.438727,0.479661,1.06545
0.42809,0.516679,0.981339
0.532972,0,0.801485
0.154056,0.95135,1.36017
0.562437,0,0.591605
0.480984,0.273161,0.842826
0.520382,0,0.381349
0.490352,0.195495,0.51099
0.0130145,0.999661,1.28424
0.307069,0.789198,1.18632
0.304692,0.792875,0.966066
0.52103,0,0.462083
0.271192,0.840131,1.03977
0.179137,0.933617,1.28114
0.656142,0,0.381141
0.385205,0.637549,1.06542
0.323882,0.761841,1.1458
0.474029,0.318098,0.909216
0.337021,0.738693,1.18437
0.0749206,0.98871,1.30151
0.661539,0,0.824548
0.106054,0.977246,1.26391
0.413548,0.562061,1.01691
0.163594,0.94496,1.0076
0.036928,0.997269,1.1128
0.145399,0.956784,1.11993
0.607431,0,0.35565
0.416923,0.551996,1.04967
0.268316,0.843817,0.939899
0.452627,0.42487,1.04608
0.167548,0.942184,1.14341
0.229129,0.88882,1.06486
0.475301,0.310414,1.06373
0.435294,0.492014,0.859749
0.398084,0.605076,1.00608
0.467439,0.354969,0.951213
0.155495,0.950413,1.23727
0.320279,0.76791,0.931931
0.356602,0.700957,1.09736
0.570971,0,0.48374
0.237159,0.880354,1.13921
0.403702,0.589998,0.952021
0.168703,0.941359,1.29887
0.413854,0.561158,0.663957
0.426008,0.523517,1.04114
0.292645,0.810825,1.29449
0.149857,0.954029,1.00757
0.285409,0.821077,1.16847
0.137443,0.961477,1.04954
0.422757,0.533954,0.811948
0.583332,0,0.346088
0.470436,0.338763,0.51667
0.398573,0.603786,0.764405
0.70503,0,0.345916
0.535525,0,0.543649
0.408846,0.575657,0.875991
0.340737,0.731842,1.0114
0.37356,0.66469,1.07803
0.191428,0.923808,1.36157
0.580519,0,0.757553
0.481211,0.271555,0.731248
0.398088,0.605065,0.947401
0.509038,0,0.753111
0.105208,0.977612,1.11236
0.265921,0.846844,1.06326
0.3793,0.651556,1.0264
0.366491,0.680248,1.04977
0.0987358,0.980309,1.36815
0.175576,0.936318,1.21301
0.47316,0.323233,0.874418
0.163943,0.944717,1.38201
0.174825,0.93688,1.12576
0.606556,0,0.468638
0.41087,0.569864,0.988684
0.546053,0,0.941457
0.307711,0.788197,1.19496
0.180641,0.932457,1.00551
0.178143,0.934377,1.06583
0.446501,0.450053,1.12767
0.553102,0,0.532875
0.128837,0.966232,1.0685
0.288596,0.816609,1.00023
0.482063,0.265448,1.03088
0.186059,0.928185,1.21
0.33984,0.73351,1.04772
0.363375,0.686901,1.1683
0.331705,0.748256,1.0156
0.25348,0.86197,1.07363
0.334427,0.743394,1.06669
0.430341,0.509143,0.943954
0.296562,0.805112,1.04455
0.622243,0,0.221661
0.2181,0.89985,1.2472
0.358649,0.696766,1.13691
0.280454,0.827878,1.00537
0.318917,0.770174,0.820755
0.408182,0.577537,0.83788
0.196508,0.919532,1.24773
0.559051,0,0.845983
0.340132,0.732966,1.02601
0.487669,0.220713,0.6604
0.512558,0,0.900937
0.433448,0.498488,0.828561
0.461923,0.382762,0.571123
0.424443,0.528577,1.03279
0.368898,0.675024,1.03038
0.334175,0.743848,1.07607
0.148789,0.954697,1.30653
0.249794,0.866263,1.05959
0.118366,0.971575,1.25634
0.441635,0.468865,1.04318
0.365835,0.681658,1.00526
0.331367,0.748855,1.05949
0.253811,0.86158,1.01035
0.38126,0.646964,0.685269
0.384589,0.639034,1.0133
0.36342,0.686807,1.00469
0.248658,0.86757,0.990041
0.410068,0.57217,1.16359
0.448316,0.442777,0.798314
0.39844,0.604138,1.05848
0.0990289,0.98019,1.13807
0.507624,0,0.815049
0.466901,0.357789,0.642989
0.522666,0,0.745152
0.415674,0.555752,1.20337
0.222151,0.895877,1.1656
0.156351,0.949851,1.00752
0.219354,0.89863,1.30247
0.494452,0.148555,0.646902
0.238627,0.878765,1.10776
0.221362,0.896658,1.18354
0.35347,0.707273,0.903893
0.591827,0,0.612378
0.389929,0.625956,1.15844
0.244522,0.872259,1.33968
0.307761,0.788119,1.16786
0.110578,0.975239,1.25796
0.165932,0.943327,1.3342
0.368649,0.675567,1.06062
0.332478,0.746882,1.09189
0.376389,0.658274,1.21764
0.316018,0.774939,1.11782
0.14918,0.954454,1.33885
0.589218,0,0.873354
0.579752,0,0.685278
0.495411,0.135178,1.00732
0.188079,0.926556,1.25587
0.373659,0.664466,1.17596
0.573292,0,0.7108
0.254384,0.860904,1.19221
0.209821,0.90769,1.22062
0.416571,0.55306,1.04076
0.199623,0.916844,1.03525
0.247277,0.869146,1.05613
0.455814,0.411017,0.696006
0.437838,0.4829,1.06227
0.485396,0.239926,0.749097
0.202752,0.914093,1.0177
0.44362,0.461306,1.18761
0.199855,0.916641,1.2024
0.461418,0.385194,0.952242
0.206521,0.910712,1.08658
0.120694,0.970429,1.00042
0.451429,0.429941,0.886938
0.438036,0.48218,0.739684
0.327433,0.755745,1.05101
0.397049,0.607789,0.9097
0.0495762,0.995072,1.36124
0.12021,0.970669,1.446
0.180264,0.932748,1.18125
0.111262,0.974927,1.38498
0.182245,0.931208,1.06635
0.374676,0.662172,1.20161
0.241419,0.87571,1.02654
0.303786,0.794265,1.10115
0.132227,0.964398,1.17276
0.388765,0.628846,1.11749
0.366248,0.680772,1.08818
0.441512,0.469327,0.868556
0.38032,0.649175,1.27334
0.388734,0.628923,0.737361
0.221563,0.896459,1.21278
0.116743,0.97236,1.11499
0.303529,0.794658,1.27025
0.5721,0,0.38199
0.174577,0.937066,1.17431
0.571899,0,0.266528
0.337298,0.738186,1.11501
0.272301,0.838694,1.07443
0.398507,0.603962,1.09576
0.188657,0.926086,1.26119
0.42662,0.52152,1.14942
0.485267,0.24096,0.748177
0.373437,0.664966,1.0318
0.355924,0.702334,1.06687
0.554704,0,0.552265
0.137047,0.961703,1.09747
0.396516,0.609181,0.992662
0.328253,0.754321,1.05896
0.312479,0.780659,1.03387
0.508136,0,1.01226
0.198843,0.917521,1.08092
0.473315,0.322324,0.830165
0.287928,0.817551,1.04625
0.565143,0,0.529431
0.514635,0,0.551694
0.204108,0.912885,1.08199
0.414955,0.557897,0.661305
0.545771,0,0.662705
0.200374,0.916188,1.31406
0.323266,0.762887,1.17478
0.524221,0,0.505214
0.289229,0.815713,1.0354
0.375535,0.660223,1.09883
0.249968,0.866062,1.0477
0.0385549,0.997023,1.02452
0.353665,0.706884,0.844699
0.136087,0.962248,1.271
0.238017,0.879427,1.1924
0.338693,0.735627,1.06813
0.073955,0.989001,1.10599
0.272069,0.838996,1.00725
0.227298,0.890698,1.25115
0.425808,0.524165,0.97433
0.107078,0.976799,1.06046
0.136448,0.962044,1.14995
0.286792,0.819147,1.35473
0.368823,0.675188,1.03547
0.198041,0.918215,1.17418
0.320876,0.766912,1.12246
0.186913,0.927499,1.18327
0.0806371,0.98691,1.18163
0.564452,0,1.00465
0.524234,0,0.619856
0.240882,0.876301,1.37621
0.104525,0.977905,1.25172
0.320889,0.76689,1.14676
0.550779,0,0.552019
0.400089,0.599761,1.30133
0.0881142,0.984349,1.03034
0.398612,0.603683,1.17209
0.449017,0.439928,1.03834
0.454892,0.415084,0.712236
0.228732,0.889228,1.15742
0.394345,0.61479,1.162
0.293505,0.80958,1.0516
0.374776,0.661946,1.17762
0.441795,0.468263,0.662297
0.48737,0.223341,0.590788
0.215347,0.902498,1.05379
0.180377,0.932661,1.00309
0.207999,0.909366,1.03319
0.0875912,0.984536,1.17915
0.490333,0.195685,0.653853
0.191552,0.923705,1.17286
0.23622,0.881362,1.20753
0.200718,0.915887,1.19927
0.204917,0.91216,1.06788
0.529725,0,1.02298
0.290799,0.813476,1.37931
0.456981,0.4058,1.21314
0.105881,0.977321,1.1318
0.487403,0.223057,0.767623
0.477539,0.296357,0.751206
0.45169,0.428841,1.13128
0.535686,0,0.757993
0.230577,0.88732,0.985817
0.281986,0.825794,1.00817
0.424444,0.528573,0.979016
0.305153,0.792166,1.09149
0.41265,0.564694,0.7865
0.472423,0.327518,0.757416
0.635888,0,0.399716
0.421133,0.539061,1.0558
0.348022,0.717999,1.04551
0.349323,0.715467,1.11582
0.48775,0.220003,0.652045
0.260374,0.85371,1.13116
0.20135,0.915332,1.32656
0.21667,0.90123,1.19847
0.283426,0.82382,1.25822
0.398338,0.604408,1.07399
0.575835,0,0.761144
0.110423,0.975309,1.19958
0.377916,0.654765,1.05493
0.288686,0.816482,0.940509
0.318787,0.770388,1.07803
0.25684,0.857981,0.954855
0.67456,0,0.675541
0.515154,0,0.806449
0.489629,0.202615,1.03394
0.366561,0.680097,0.722767
0.395041,0.613,1.02241
0.0181836,0.999339,1.36628
0.325186,0.759616,1.02267
0.4326,0.501429,1.03039
0.0730206,0.989278,1.28317
0.229924,0.887998,1.17128
0.3519,0.710399,1.03615
0.508442,0,0.80635
0.271635,0.839557,1.23869
0.577688,0,0.689982
0.0971923,0.980925,1.00723
0.398742,0.60334,0.952566
0.0924146,0.982771,1.49718
0.490651,0.192471,0.551085
0.279632,0.82899,1.04913
0.310031,0.784553,1.1526
0.453578,0.420795,0.993629
0.524651,0,0.471478
0.326468,0.757413,1.02436
0.392257,0.620111,1.01519
0.185683,0.928486,1.29672
0.177771,0.934661,1.36664
0.476704,0.301687,0.70977
0.417024,0.551693,0.74613
0.461015,0.38712,1.13658
0.278567,0.830423,1.03282
0.191427,0.923809,1.14386
0.276028,0.833808,1.05246
0.462689,0.379045,1.02757
0.437276,0.484933,1.02828
0.475051,0.311938,1.13955
0.414557,0.55908,1.10435
0.521396,0,0.638036
0.103205,0.978465,1.14307
0.188383,0.926308,1.22959
0.198176,0.918099,1.24357
0.326325,0.75766,1.12506
0.260028,0.854132,1.18512
0.528668,0,0.85466
0.32152,0.765833,1.06532
0.294952,0.807473,1.13605
0.356549,0.701065,1.08057
0.285339,0.821174,1.33327
0.377506,0.65571,0.768693
0.231958,0.885879,1.01853
0.515894,0,0.495047
0.337205,0.738358,0.94418
0.359205,0.69562,1.07447
0.499737,0.0324582,1.0623
0.238753,0.878628,1.42765
0.187256,0.927222,1.41763
0.461902,0.382868,1.03536
0.213049,0.904677,1.07839
0.466949,0.357537,0.898902
0.179098,0.933646,1.39858
0.192931,0.922557,1.25586
0.649342,0,0.316675
0.34986,0.714416,1.0019
0.499581,0.0409081,0.960871
0.410691,0.57038,0.890725
0.224163,0.89387,1.28898
0.403928,0.589379,1.02843
0.486876,0.227614,0.629565
0.162145,0.945957,1.36179
0.282814,0.82466,1.28472
0.433606,0.497939,0.920315
0.123775,0.968875,1.45518
0.197785,0.918436,1.24425
0.541063,0,0.524982
0.28459,0.822214,1.20106
0.240219,0.877028,1.08095
0.103397,0.978384,1.35175
0.143295,0.958053,1.09881
0.189117,0.92571,1.22278
0.437255,0.485009,1.31932
0.369421,0.673879,1.03431
0.45233,0.426136,1.25542
0.324225,0.761258,1.07193
0.565867,0,0.352382
0.371073,0.670238,0.724576
0.472749,0.325627,0.661825
0.209402,0.908077,1.13143
0.559012,0,0.820588
0.382167,0.64482,1.05547
0.314526,0.777364,1.14655
0.354744,0.704717,1.04878
0.244196,0.872625,1.15664
0.0993082,0.980077,1.06955
0.600322,0,0.312103
0.259098,0.855262,1.00535
0.363047,0.687596,0.739772
0.313995,0.778221,0.992059
0.561356,0,0.413835
0.317381,0.772708,1.208
0.396885,0.608217,1.07711
0.283924,0.823133,1.04033
0.482512,0.262164,0.778916
0.508021,0,0.862659
0.357963,0.698177,1.04864
0.212782,0.904928,1.25939
0.333275,0.745461,0.890425
0.164664,0.944216,1.12457
0.37383,0.664083,0.999931
0.33608,0.740405,1.10406
0.446136,0.451498,1.087
0.414173,0.560218,1.00453
0.347137,0.71971,1.01283
0.527261,0,0.371569
0.157301,0.949223,1.18029
0.426596,0.521597,0.87651
0.325508,0.759064,1.11534
0.208106,0.909267,1.14714
0.246576,0.869943,1.05806
0.425014,0.526738,0.966481
0.154598,0.950998,1.02202
0.528673,0,1.04147
0.466079,0.362049,1.05664
0.284977,0.821677,1.05347
0.196169,0.919822,1.17657
0.47354,0.321,0.673472
0.251813,0.863922,1.24226
0.159983,0.947429,1.27322
0.14473,0.95719,1.29947
0.179944,0.932996,1.24165
0.0877318,0.984486,1.10841
0.526812,0,0.880444
0.433557,0.49811,1.09397
0.449637,0.437387,1.10073
0.338516,0.735953,1.05371
0.567453,0,0.666046
0.663195,0,0.226426
0.0295429,0.998253,1.26863
0.0845358,0.985604,1.2201
0.0938498,0.982226,1.18884
0.524284,0,0.388334
0.133403,0.96375,1.50106
0.553689,0,0.609255
0.35479,0.704626,1.15076
0.40543,0.585239,0.977029
0.496955,0.110189,0.55053
0.199244,0.917173,1.07834
0.597029,0,1.00008
0.472842,0.325085,1.09425
0.307342,0.788773,1.08244
0.0622798,0.992212,1.3105
0.510777,0,0.478071
0.113408,0.973938,1.23158
0.484297,0.248648,0.741817
0.38976,0.626378,1.12514
0.197878,0.918356,1.03483
0.495057,0.140261,0.590898
0.102815,0.97863,1.24102
0.162012,0.946049,1.34896
0.257002,0.857788,1.12144
0.357378,0.699373,1.01733
0.0974717,0.980814,1.10626
0.154711,0.950925,1.06292
0.304155,0.7937,1.11854
0.111332,0.974895,1.42137
0.456931,0.406023,0.917595
0.486744,0.228738,0.5722
0.126962,0.967224,1.02874
0.110424,0.975308,1.41492
0.216566,0.901331,1.2726
0.140247,0.959856,1.18592
0.378968,0.652329,1.03718
0.544889,0,0.645477
0.531118,0,0.846026
0.544912,0,0.542336
0.464844,0.368349,0.565697
0.494731,0.144789,0.694658
0.0765062,0.988224,1.25538
0.304429,0.793279,0.902307
0.512267,0,0.839092
0.541963,0,0.400906
0.504504,0,0.550663
0.508384,0,0.698384
0.426388,0.522278,1.07618
0.323912,0.76179,1.03723
0.308811,0.786476,1.23549
0.690167,0,0.366908
0.480056,0.279618,1.00649
0.322758,0.763746,1.21853
